platform,post_id,comment,topic,neg_sentiment (%),pos_sentiment (%),neu_sentiment (%),sentiment_label,actionable_insight,2025-09-03
tiktok,7545241923880095009,kirain Ade bayor,Adebayor confusion,22.33,8.08,69.59,neutral,UNKNOWN,2025-09-03
tiktok,7545241923880095009,🔥🔥🔥,Positive reinforcement,8.47,83.06,8.47,positive,UNKNOWN,2025-09-03
tiktok,7545241923880095009,Hij 'was' toch echt wel goed...,Traoré’s potential,7.73,61.01,31.26,positive,UNKNOWN,2025-09-03
tiktok,7545241923880095009,من تلعب بيس ودفاعك بـ 2025 😂😂😂😂,Tierry Henry comparison,22.31,13.39,64.3,neutral,→ Recommendation: Analyze Henry's play style to identify areas for improvement.,2025-09-03
tiktok,7545241923880095009,Bertrand c’est jouer ballon vraiment,Ballon playing question,11.89,11.81,76.3,neutral,→ Recommendation: Evaluate Tierry Henry's attributes to assess player potential.,2025-09-03
tiktok,7545241923880095009,unique,Positive sentiment,8.03,71.64,20.33,positive,→ Recommendation: Provide Tierry Henry comparisons for fan education.,2025-09-03
tiktok,7545241923880095009,Love the way he thinks,Player thought process,8.32,78.24,13.43,positive,→ Recommendation: Assess Bertrand’s ball control and passing ability.,2025-09-03
tiktok,7545241923880095009,Is this the next tierry henry? 🥹,Henry comparison,9.75,17.13,73.12,neutral,→ Recommendation: Highlight positive fan sentiment in upcoming content.,2025-09-03
tiktok,7545241923880095009,so na for EPL dis one go dey do dis rubbish abi,EPL performance doubt,63.75,7.8,28.45,negative,→ Recommendation: Examine Palmer’s performance to address fan concerns.,2025-09-03
tiktok,7545241923880095009,Cool touches bro. You will do well in premier league. You make it look easy that is why they do not believe,Player’s technical ability,8.34,64.64,27.02,positive,→ Recommendation: Investigate Palmer’s EPL performance expectations.,2025-09-03
tiktok,7545241923880095009,😂,Harmless banter,23.82,27.02,49.15,neutral,→ Recommendation: Focus on enhancing the player's technical skillset.,2025-09-03
tiktok,7545241923880095009,what happens when they get in the premier league 🙂,EPL performance anticipation,7.71,35.38,56.91,neutral,→ Recommendation: Explore the player’s thought process to build fan confidence.,2025-09-03
tiktok,7545241923880095009,🥰🥰🥰,Positive sentiment,8.41,83.18,8.41,positive,→ Recommendation: Boost fan engagement with positive sentiment posts.,2025-09-03
tiktok,7545241923880095009,sencillo goleador 👏🏼,Goal-scoring potential,8.3,78.29,13.41,positive,→ Recommendation: Increase the player's confidence with left-footed skills.,2025-09-03
tiktok,7545241923880095009,🥰🥰🥰,Positive sentiment,8.41,83.18,8.41,positive,→ Recommendation: Research Palmer’s past performance in the EPL.,2025-09-03
tiktok,7545241923880095009,🙏🙏🙏,Positive sentiment,8.49,81.97,9.54,positive,UNKNOWN,2025-09-03
tiktok,7545241923880095009,just give him blitz curler 😂,Tactical instruction (Curler),29.02,12.54,58.44,neutral,UNKNOWN,2025-09-03
tiktok,7545241923880095009,عنده صيطره حلوه وتحسه خفيف,Player’s technical control,17.55,11.52,70.93,neutral,UNKNOWN,2025-09-03
tiktok,7545241923880095009,Blitz 🔥,Tactical instruction (Blitz),7.57,52.39,40.04,positive,UNKNOWN,2025-09-03
tiktok,7545241923880095009,🥰🥰🥰,Positive sentiment,8.41,83.18,8.41,positive,UNKNOWN,2025-09-03
tiktok,7545241923880095009,un zurdo nunca falla 🔥,Left-footed player confidence,7.65,56.49,35.87,positive,UNKNOWN,2025-09-03
tiktok,7545241923880095009,this is real COLD 🥶,Critical player assessment,56.75,7.76,35.49,negative,UNKNOWN,2025-09-03
tiktok,7545241923880095009,Palmer,Palmer mention,8.29,14.49,77.22,neutral,UNKNOWN,2025-09-03
tiktok,7545241923880095009,Berbatov version 2.0,Berbatov fitness,7.91,23.74,68.35,neutral,→ Recommendation: Implement a fitness program tailored to Berbatov’s current capabilities.,2025-09-03
tiktok,7545241923880095009,Il te pendait ce genre de saison et on à jamais parler de lui comme on parle de celui qui à juste fait un bon match,Berbatov criticism,19.87,8.84,71.29,neutral,→ Recommendation: Analyze Berbatov’s comments to understand fan perceptions.,2025-09-03
tiktok,7545241923880095009,🥰🥰🥰,Positive sentiment,8.41,83.18,8.41,positive,→ Recommendation: Create content celebrating positive fan emotions.,2025-09-03
tiktok,7545241923880095009,P*xa düşdük,Team performance criticism,64.11,7.81,28.08,negative,→ Recommendation: Evaluate Traore’s performance against Ajax for tactical insights.,2025-09-03
tiktok,7545241923880095009,🙈🙈🙈,Neutral sentiment,24.98,26.37,48.65,neutral,→ Recommendation: Monitor and respond to neutral sentiment expressed by fans.,2025-09-03
tiktok,7545241923880095009,plesing nya akurat,Player performance – Plesing,9.0,13.24,77.76,neutral,→ Recommendation: Assess Plesing’s performance and identify areas for improvement.,2025-09-03
tiktok,7545241923880095009,Palmer?,Palmer – Performance,8.49,9.76,81.75,neutral,→ Recommendation: Investigate the number of Traore players currently in the squad.,2025-09-03
tiktok,7545241923880095009,❤️❤️❤️,Positive sentiment,8.47,83.06,8.47,positive,→ Recommendation: Address transfer rumors involving Manchester United.,2025-09-03
tiktok,7545241923880095009,Сколько футболистов Траоре есть?,Traore player count,9.67,8.93,81.4,neutral,→ Recommendation: Address transfer rumors involving Manchester United.,2025-09-03
tiktok,7545241923880095009,to Man Utd HERE WE GO!,Transfer speculation – Man Utd,7.91,24.62,67.47,neutral,→ Recommendation: Create content celebrating positive fan emotions.,2025-09-03
tiktok,7545241923880095009,masuk MU bagus nih😏,Transfer speculation – Man Utd,8.59,10.11,81.31,neutral,→ Recommendation: Analyze Traore’s performance in the European final.,2025-09-03
tiktok,7545241923880095009,❤❤❤,Positive sentiment,8.47,83.06,8.47,positive,→ Recommendation: Engage with fan comments mentioning Vapourdrew and Boogeyman.,2025-09-03
tiktok,7545241923880095009,i remember that europe league final he was the only threat guy in that ajax team,Ajax team – Traore threat,8.57,35.26,56.17,neutral,→ Recommendation: Create content celebrating positive fan emotions.,2025-09-03
tiktok,7545241923880095009,@Vapourdrew @Boogeyman237 d very guy noh,Player – Vapourdrew/Boogeyman,8.38,13.84,77.78,neutral,→ Recommendation: Explore the potential of musical expression as fan engagement.,2025-09-03
tiktok,7545241923880095009,🥰🥰🥰,Positive sentiment,8.41,83.18,8.41,positive,→ Recommendation: Highlight Traore’s hattrick statistics in promotional materials.,2025-09-03
tiktok,7545241923880095009,fortissimo,Musical expression,7.76,31.0,61.24,neutral,→ Recommendation: Address transfer rumors involving Chelsea.,2025-09-03
tiktok,7545241923880095009,hatrick tersantay,Traore hattrick,7.72,31.55,60.74,neutral,→ Recommendation: Develop a detailed assessment of Cocconi’s tactical approach.,2025-09-03
tiktok,7545241923880095009,@Chelsea FC you know what to do,Transfer speculation – Chelsea,9.39,15.29,75.31,neutral,→ Recommendation: Create content celebrating positive fan emotions.,2025-09-03
tiktok,7545241923880095009,Frio e calculista,Cocconi tactical assessment,8.65,9.55,81.79,neutral,UNKNOWN,2025-09-03
tiktok,7545241923880095009,🥰🥰🥰,Positive sentiment,8.41,83.18,8.41,positive,UNKNOWN,2025-09-03
tiktok,7545241923880095009,@fcbarcelona,System discussion (Flick),8.46,11.61,79.93,neutral,"→ Recommendation: ""Analyze Flick's system to identify opportunities for tactical adjustments.""""""",2025-09-03
tiktok,7545241923880095009,soccer opera,Heart emojis,9.46,19.92,70.62,neutral,"→ Recommendation: ""Highlight positive player attributes in marketing materials.""""""",2025-09-03
tiktok,7545241923880095009,🥰🥰🥰,Player identification request,8.39,80.5,11.11,positive,"→ Recommendation: ""Create a player profile database with all requested player details.""""""",2025-09-03
tiktok,7545241923880095009,@fcbarcelona it’s good for system Mr Flick,System discussion (Flick),7.94,69.71,22.35,positive,"→ Recommendation: ""Investigate potential training adjustments for Scofieldd’s speed.""""""",2025-09-03
tiktok,7545241923880095009,don't go MU🗿,MU player request,50.94,7.61,41.45,negative,"→ Recommendation: ""Facilitate a player signing for the user's FPL team.""""""",2025-09-03
tiktok,7545241923880095009,Let me go sign him for my FPL team,FPL player wish,7.69,35.62,56.69,neutral,"→ Recommendation: ""Provide detailed player information to address fan inquiries.""""""",2025-09-03
tiktok,7545241923880095009,Who is this ??,Player identification request,14.38,8.33,77.29,neutral,"→ Recommendation: ""Explore a comparison between Olise and the mentioned player.""""""",2025-09-03
tiktok,7545241923880095009,What is the name of that player pls,Player identification request,14.73,8.34,76.93,neutral,"→ Recommendation: ""Address superstitious beliefs in promotional content.""""""",2025-09-03
tiktok,7545241923880095009,he reminds of Michael Olise,Olise comparison,8.35,15.48,76.17,neutral,"→ Recommendation: ""Develop a code name for the player to generate excitement.""""""",2025-09-03
tiktok,7545241923880095009,Una sure say no be juju this guy dey take dribble like this 😂😂😂😂😂,Juju belief assertion,23.82,15.13,61.04,neutral,"→ Recommendation: ""Analyze Adebayor's playing style for tactical insights.""""""",2025-09-03
tiktok,7545241923880095009,Code name?,Code name request,8.68,8.68,82.63,neutral,"→ Recommendation: ""Conduct a fitness assessment of the player's movements.""""""",2025-09-03
tiktok,7545241923880095009,même posture qu'Adebayor,Adebayor comparison,12.76,14.43,72.81,neutral,"→ Recommendation: ""Promote the player's refined technical skills.""""""",2025-09-03
tiktok,7545241923880095009,blitz curl😋,Fitness assessment,7.6,38.12,54.28,neutral,"→ Recommendation: ""Boost the player's perceived confidence through messaging.""""""",2025-09-03
tiktok,7545241923880095009,افضل من كثير من الاعبين الي يطبل الهم الاعلام,Positive player comparison,7.68,43.86,48.46,neutral,"→ Recommendation: ""Evaluate the player's unpredictable dribbling technique.""""""",2025-09-03
tiktok,7545241923880095009,football raffiné 😳,Tactical observation,21.58,16.6,61.82,neutral,"→ Recommendation: ""Examine the ease of the player’s movement for tactical analysis.""""""",2025-09-03
tiktok,7545241923880095009,😂😂😂,Harmless banter,34.13,21.67,44.2,neutral,→ Recommendation: “Increase the frequency of harmless banter content.”,2025-09-03
tiktok,7545241923880095009,hes so nonchqlant,Player confidence,43.24,11.81,44.94,neutral,UNKNOWN,2025-09-03
tiktok,7545241923880095009,his leg is not predictable,Dribbling ability,22.92,17.4,59.68,neutral,UNKNOWN,2025-09-03
tiktok,7545241923880095009,Pourquoi c’est autant facile comme ça 😳?,Tactical observation (ease),19.29,9.59,71.12,neutral,UNKNOWN,2025-09-03
tiktok,7545241923880095009,😳😳😳,Harmless banter,30.27,23.65,46.08,neutral,UNKNOWN,2025-09-03
tiktok,7545241923880095009,🥰🥰,Fan enthusiasm,8.4,83.2,8.4,positive,Increase engagement with positive fan reactions in marketing campaigns.,2025-09-03
tiktok,7545241923880095009,❤️,Fan enthusiasm,8.47,83.07,8.47,positive,Reinforce positive fan sentiment through interactive polls and Q&A sessions.,2025-09-03
tiktok,7545241923880095009,😁😁😁,Fan enthusiasm,8.42,83.16,8.42,positive,Develop content celebrating fan excitement and support.,2025-09-03
tiktok,7545241923880095009,🥰🥰🥰,Fan enthusiasm,8.4,83.21,8.4,positive,Explore ways to amplify passionate fan voices across all platforms.,2025-09-03
tiktok,7545241923880095009,Come to Epl and do this 😅🤣,Comparison – EPL performance,25.13,21.59,53.29,neutral,Conduct a performance analysis to identify areas for improvement in speed and agility.,2025-09-03
tiktok,7545241923880095009,😍😍😍,Fan enthusiasm,8.42,83.16,8.42,positive,Implement targeted training drills to enhance quickness and responsiveness.,2025-09-03
tiktok,7545241923880095009,Easy goals😳😳,Goalscoring criticism,22.36,23.45,54.18,neutral,Analyze goalscoring opportunities to optimize shot selection and finishing techniques.,2025-09-03
tiktok,7545241923880095009,he makes finishing look so easy,Finishing criticism,8.87,56.65,34.47,positive,Provide finishing coaching and practice opportunities to sharpen accuracy.,2025-09-03
tiktok,7545241923880095009,surely God gives just makes football look so easy,Goalscoring criticism,21.41,37.72,40.86,neutral,Review tactical approach to create more goal-scoring chances.,2025-09-03
tiktok,7545241923880095009,Kayak yamal sen kiri,Unrelated comment,31.77,7.78,60.44,neutral,Ignore irrelevant comments.,2025-09-03
tiktok,7545241923880095009,この脱力感は…,Unrelated comment,26.48,7.86,65.66,neutral,Ignore irrelevant comments.,2025-09-03
tiktok,7545241923880095009,easy style,Style appreciation,7.78,60.94,31.28,positive,Highlight player style and individual brilliance in promotional material.,2025-09-03
tiktok,7545241923880095009,love the way he plays,Style appreciation,8.5,83.0,8.5,positive,Create content showcasing the player's captivating style and flair.,2025-09-03
tiktok,7545241923880095009,🥰🥰🥰,Fan enthusiasm,8.4,83.21,8.4,positive,Increase engagement with positive fan reactions in marketing campaigns.,2025-09-03
tiktok,7545241923880095009,Chelsea Academy player 😩,Chelsea Academy criticism,53.73,8.31,37.96,negative,Review team tactics to address concerns about defensive vulnerability.,2025-09-03
tiktok,7545241923880095009,leaving one of the greatest clubs in world football with 4 European cups for......Sunderland 😞,Club departure criticism,55.41,10.02,34.57,negative,Acknowledge and address fan disappointment regarding player departures.,2025-09-03
tiktok,7545241923880095009,🥰🥰🥰,Fan enthusiasm,8.4,83.21,8.4,positive,Increase engagement with positive fan reactions in marketing campaigns.,2025-09-03
tiktok,7545241923880095009,❤❤❤,Fan enthusiasm,8.42,83.15,8.42,positive,Acknowledge and address fan disappointment regarding player departures.,2025-09-03
tiktok,7545241923880095009,what is he playing with kids???,Tactical criticism,54.0,7.62,38.37,negative,Develop a clearer tactical framework emphasizing attacking play.,2025-09-03
tiktok,7545241923880095009,On my grand father’s life this guy is using something to control opponent players 😂,Player manipulation criticism,69.96,7.98,22.06,negative,Conduct player observation to identify and counter potential manipulation tactics.,2025-09-03
tiktok,7545241923880095009,😁,Fan enthusiasm,8.49,83.03,8.49,positive,Create engaging content celebrating fan enthusiasm.,2025-09-03
tiktok,7545241923880095009,"he's better than Portugal, but falls behind Argentina",Player comparison (Argentina),14.48,28.27,57.24,neutral,Analyze Scofieldd’s performance against Argentina to identify areas for improvement.,2025-09-03
tiktok,7545241923880095009,Chelsea please 💙❤️@Chelsea FC,Chelsea transfer interest,8.3,78.75,12.95,positive,Monitor Chelsea’s transfer activity and respond to fan speculation.,2025-09-03
tiktok,7545241923880095009,🥰🥰🥰,Fan enthusiasm,8.4,83.21,8.4,positive,Increase fan engagement through interactive polls and questions.,2025-09-03
tiktok,7545241923880095009,🥰🥰🥰🥰,Fan enthusiasm,8.4,83.21,8.4,positive,Boost fan excitement with celebratory visuals and messages.,2025-09-03
tiktok,7545241923880095009,"Grass cutter in SA, In America 🇺🇸 Lawn mower😂😂😂😂",Sarcastic criticism (grass cutter),45.27,11.97,42.76,negative,Address the sarcastic comment regarding the grass cutter with a humorous response.,2025-09-03
tiktok,7545241923880095009,👌👌👌,Fan approval,8.52,82.95,8.52,positive,Highlight positive player feedback in regular communications.,2025-09-03
tiktok,7545241923880095009,C’est trop facile le football pour lui 🤯,Tactical criticism (ease of play),33.25,10.73,56.02,neutral,Develop a tactical strategy that demonstrates greater defensive resilience.,2025-09-03
tiktok,7545241923880095009,He is a former Chelsea player,Former Chelsea player,8.45,11.38,80.18,neutral,Publicize Scofieldd’s Chelsea background to generate interest.,2025-09-03
tiktok,7545241923880095009,How old is he?,Player age inquiry,8.58,8.58,82.84,neutral,Share player age information proactively to address fan inquiries.,2025-09-03
tiktok,7545241923880095009,@Al Ahly SC هل ممكن تشوفوه,Al Ahly SC interest,8.18,17.39,74.43,neutral,Track Al Ahly SC’s interest and share updates with fans.,2025-09-03
tiktok,7545241923880095009,ajax are about to cash in big again...i know them,Ajax transfer speculation,9.44,22.59,67.97,neutral,Investigate Ajax’s transfer plans and address fan concerns.,2025-09-03
tiktok,7545241923880095009,mon idole ❤️‍🩹 trop fort 💪,Player idolization,8.01,70.94,21.05,positive,Feature Traore prominently in marketing materials to reinforce his status as an idol.,2025-09-03
tiktok,7545241923880095009,Bertrand Traore the best Traore +600 million views,Traore player popularity,7.98,71.0,21.01,positive,Leverage Traore’s social media popularity to drive engagement.,2025-09-03
tiktok,7545241923880095009,"Welcome to the best club in England when it comes to fans with the exception of Liverpool FC, who we have an affinity too as there working class and we both have clubs down the road who believe there super clubs but really there relics of reasonable clubs at there times!",Liverpool FC rivalry,8.54,82.92,8.54,positive,Acknowledge and respond to the Liverpool FC rivalry sentiment.,2025-09-03
tiktok,7545241923880095009,This guy looks Lazy and promising,Player fitness criticism,56.55,7.93,35.52,negative,Implement a rigorous fitness program for the player.,2025-09-03
tiktok,7545241923880095009,ياهدوئك❤️,Fan appreciation,8.39,80.05,11.55,positive,Respond to fan appreciation with personalized messages.,2025-09-03
tiktok,7545241923880095009,برشلونة مدينة جميلة يا تراوري,Traore player admiration,7.72,39.72,52.56,neutral,Incorporate Traore’s admiration for Barcelona into fan-facing content.,2025-09-03
tiktok,7545241923880095009,🥰🥰🥰,Fan enthusiasm,8.4,83.21,8.4,positive,Boost fan enthusiasm with visually appealing content.,2025-09-03
tiktok,7545241923880095009,✨✨✨,Fan enthusiasm,8.42,83.17,8.42,positive,Amplify fan excitement through visual cues and emojis.,2025-09-03
tiktok,7545241923880095009,The composure ❤️,Dembele’s style,8.21,76.03,15.75,positive,Implement tactics to make defensive play less predictable.,2025-09-03
tiktok,7545241923880095009,"make e dey come epl, cuccurella ans co dey wait am",Cuellerra signing,7.58,44.12,48.3,neutral,Increase Cuellerra’s profile through targeted marketing campaigns.,2025-09-03
tiktok,7545241923880095009,🥰🥰🥰,Positive sentiment,8.41,83.18,8.41,positive,Boost fan engagement with more frequent positive content updates.,2025-09-03
tiktok,7545241923880095009,Farmer league 😂😂,Farmer league critique,41.55,9.96,48.49,neutral,Analyze and address concerns about the perceived weakness of the league.,2025-09-03
tiktok,7545241923880095009,Am I the only one seeing dembele style in him😩😩😩,Dembele fitness,11.11,40.96,47.93,neutral,Develop a training plan focusing on Dembele’s speed and agility.,2025-09-03
tiktok,7545241923880095009,R2 masterpiece take am play first 🔥,R2 masterpiece performance,8.4,80.31,11.29,positive,Highlight R2 masterpiece’s key moments in social media content.,2025-09-03
tiktok,7545241923880095009,No wonder Anthony scored incredible goals in this useless league 😔,Anthony’s goal performance,24.94,44.94,30.13,positive,Evaluate Anthony’s goal performance and showcase his strengths.,2025-09-03
tiktok,7545241923880095009,Plays with Easy,Player’s ease of play,8.09,20.57,71.34,neutral,Improve player readability by simplifying their approach on the field.,2025-09-03
tiktok,7545241923880095009,❤️❤️❤️,Positive sentiment,8.47,83.06,8.47,positive,Increase fan engagement with more frequent positive content updates.,2025-09-03
tiktok,7545241923880095009,Why are defenders friendly?,Defender friendliness,20.05,10.38,69.58,neutral,Improve defender friendliness through communication strategies.,2025-09-03
tiktok,7545241923880095009,😁😁😁,Positive sentiment,8.46,83.08,8.46,positive,Increase fan engagement with more frequent positive content updates.,2025-09-03
tiktok,7545241923880095009,🥰🥰🥰,Positive sentiment,8.41,83.18,8.41,positive,Increase fan engagement with more frequent positive content updates.,2025-09-03
tiktok,7545241923880095009,man u no see this one sign 😒😒,Cuellerra signing,52.67,9.7,37.64,negative,Increase fan engagement with more frequent positive content updates.,2025-09-03
tiktok,7545241923880095009,🥰🥰🥰,Positive sentiment,8.41,83.18,8.41,positive,Increase fan engagement with more frequent positive content updates.,2025-09-03
tiktok,7545241923880095009,♥️♥️♥️,Positive sentiment,8.48,83.05,8.48,positive,Implement defensive strategies to reduce the perceived ease of scoring.,2025-09-03
tiktok,7545241923880095009,why can't Chelsea reach out to this guy 😫 @Chelsea FC,Cuellerra signing,60.73,7.8,31.47,negative,Develop strategies to enhance defender communication and approach.,2025-09-03
tiktok,7545241923880095009,🙏🙏🙏,Positive sentiment,8.49,81.97,9.54,positive,Increase fan engagement with more frequent positive content updates.,2025-09-03
tiktok,7545241923880095009,ces trop facile 🙄,Defender tactics,56.59,7.7,35.72,negative,UNKNOWN,2025-09-03
tiktok,7545241923880095009,💚💚💚,Positive sentiment,8.5,83.0,8.5,positive,UNKNOWN,2025-09-03
tiktok,7545241923880095009,🥰🥰🥰,Positive sentiment,8.41,83.18,8.41,positive,UNKNOWN,2025-09-03
tiktok,7545241923880095009,Mafi guene saf data pv💗,Keeper selection,7.59,51.59,40.83,positive,→ Recommendation: Analyze goalkeeper selection strategies in the league.,2025-09-03
tiktok,7545241923880095009,tenang bgt finishingnya,Finishing technique,7.98,25.73,66.28,neutral,"→ Recommendation: Develop finishing techniques focused on quicker, more decisive movements.",2025-09-03
tiktok,7545241923880095009,"He is slow,",Player movement (slow),47.84,7.65,44.51,negative,→ Recommendation: Implement movement drills to improve player speed and agility.,2025-09-03
tiktok,7545241923880095009,c'est trop facile ça 😂🥰,Harmless banter,8.27,76.86,14.88,positive,→ Recommendation: Continue lighthearted banter to maintain a positive fan atmosphere.,2025-09-03
tiktok,7545241923880095009,🥶🥶🥶,Unspecified emotion,57.57,8.23,34.19,negative,→ Recommendation: Analyze fan sentiment to identify key emotional drivers.,2025-09-03
tiktok,7545241923880095009,Айуаноойй,N/A (gibberish),16.72,9.16,74.12,neutral,→ Recommendation: Ignore irrelevant gibberish comments.,2025-09-03
tiktok,7545241923880095009,Sunderland is cooking something special,Opponent scouting,8.94,48.3,42.76,positive,→ Recommendation: Expand opponent scouting reports to include Sunderland’s progress.,2025-09-03
tiktok,7545241923880095009,A baller,Player assessment,8.06,72.08,19.86,positive,→ Recommendation: Conduct a detailed player assessment of all squad members.,2025-09-03
tiktok,7545241923880095009,🥰🥰🥰,Unspecified emotion,8.45,83.1,8.45,positive,→ Recommendation: Maintain a positive and encouraging fan presence across all communications.,2025-09-03
tiktok,7545241923880095009,😁😁😁,Unspecified emotion,8.31,78.4,13.29,positive,→ Recommendation: Investigate the origins of the prayer request and respond appropriately.,2025-09-03
tiktok,7545241923880095009,Insha Allah 🙏🤲,Prayer request,8.0,70.37,21.63,positive,→ Recommendation: Boost player morale through visible signs of support and encouragement.,2025-09-03
tiktok,7545241923880095009,💪💪💪,Player encouragement,8.42,80.73,10.86,positive,→ Recommendation: Provide a consistent channel for fans to express positive emotions.,2025-09-03
tiktok,7545241923880095009,😁,Unspecified emotion,7.79,62.81,29.4,positive,→ Recommendation: Evaluate the impact of talent development on player performance.,2025-09-03
tiktok,7545241923880095009,🥰🥰🥰,Unspecified emotion,8.45,83.1,8.45,positive,→ Recommendation: Monitor and respond to rival team taunts to manage the rivalry.,2025-09-03
tiktok,7545241923880095009,only pure talent play with zero pressure.💫,Talent focus,7.96,69.79,22.25,positive,→ Recommendation: Acknowledge and respond to fan expressions of admiration.,2025-09-03
tiktok,7545241923880095009,🥰🥰🥰,Unspecified emotion,8.45,83.1,8.45,positive,→ Recommendation: Research the reasons behind Mahrez's mentions and address any fan interest.,2025-09-03
tiktok,7545241923880095009,el madrid viendo esto 😎💀,Rivalry taunting,31.88,13.01,55.11,neutral,→ Recommendation: Review goalkeeper usage data and explore alternative strategies.,2025-09-03
tiktok,7545241923880095009,🔥🔥🔥,Unspecified emotion,7.9,64.08,28.02,positive,UNKNOWN,2025-09-03
tiktok,7545241923880095009,Mahrez…,Mahrez mention,8.07,20.17,71.76,neutral,UNKNOWN,2025-09-03
tiktok,7545241923880095009,Them for no dey use keeper at all for this league o🤔,Goalkeeper usage,32.37,7.78,59.85,neutral,UNKNOWN,2025-09-03
tiktok,7545241923880095009,e de uma classe e tranquilidade 🤌🏾🤌🏾,Training request,8.01,71.88,20.11,positive,→ Recommendation: Enhance player training sessions with a focus on tactical awareness.,2025-09-03
tiktok,7545241923880095009,لعبه غريب بشكل مجنون من رياض محرز,Mahrez performance,10.1,32.08,57.82,neutral,→ Recommendation: Analyze Mahrez’s performance to identify areas for improvement in decision-making.,2025-09-03
tiktok,7545241923880095009,This guy plays with so much confidence,Player confidence,8.39,80.16,11.45,positive,→ Recommendation: Implement strategies to bolster player confidence through communication and recognition.,2025-09-03
tiktok,7545241923880095009,🥰🥰🥰,Positive sentiment,8.41,83.18,8.41,positive,→ Recommendation: Celebrate positive fan sentiment through regular engagement and appreciation.,2025-09-03
tiktok,7545241923880095009,he has played premier league before I think Aston villa,Villa experience,7.91,23.71,68.38,neutral,→ Recommendation: Assess Aston Villa experience to inform player development and future opportunities.,2025-09-03
tiktok,7545241923880095009,Blizz Curler ❤️🫡🇧🇫,Nationality sentiment,7.69,59.51,32.79,positive,→ Recommendation: Promote a positive and inclusive atmosphere celebrating diverse nationalities.,2025-09-03
tiktok,7545241923880095009,People talking on here like he is a young player he’s 29 and has been about for years 😂,Player age,29.57,11.97,58.46,neutral,→ Recommendation: Address player age concerns through realistic expectation management.,2025-09-03
tiktok,7545241923880095009,Bro nonchalant with it,Player composure,11.36,40.02,48.62,neutral,→ Recommendation: Encourage player composure through mental training and tactical adaptability.,2025-09-03
tiktok,7545241923880095009,Let him go to the premier League first. I will come back to confirm him,Premier League ambition,7.97,24.98,67.06,neutral,"→ Recommendation: Explore Premier League ambitions strategically, considering long-term impact.",2025-09-03
tiktok,7545241923880095009,,Irrelevant comment,72.29,8.11,19.6,negative,→ Recommendation: Ignore irrelevant comments and focus on constructive feedback.,2025-09-03
tiktok,7545241923880095009,woow,Positive sentiment,8.54,82.93,8.54,positive,→ Recommendation: Amplify positive fan sentiment across all platforms.,2025-09-03
tiktok,7545241923880095009,🥰🥰🥰,Positive sentiment,8.41,83.18,8.41,positive,→ Recommendation: Continue promoting positive fan sentiment through regular engagement.,2025-09-03
tiktok,7545241923880095009,❤️❤️❤️,Positive sentiment,8.47,83.06,8.47,positive,→ Recommendation: Maintain consistent promotion of positive fan sentiment.,2025-09-03
tiktok,7545241923880095009,this was how Antony was sold to Manchester United 🙃,Antony sale,23.61,10.39,66.0,neutral,→ Recommendation: Utilize fan feedback to refine player scouting and recruitment strategies.,2025-09-03
tiktok,7545241923880095009,il me fait croire que jouer au foot ce facile,Football ease,7.65,44.36,47.99,neutral,→ Recommendation: Investigate the factors that contributed to Antony’s sale for insight.,2025-09-03
tiktok,7545241923880095009,all this EREDIVISE players da make person vex when da enter premiere league,Eredivisie pressure,50.96,7.75,41.29,negative,→ Recommendation: Develop player training focused on simplifying football’s complexities.,2025-09-03
tiktok,7545241923880095009,❤️❤️❤️,Positive sentiment,8.47,83.06,8.47,positive,→ Recommendation: Analyze Eredivisie pressure’s effect on player performance and adapt accordingly.,2025-09-03
tiktok,7545241923880095009,Low driven plus,Player aggression,58.17,7.7,34.12,negative,→ Recommendation: Encourage more aggressive play through tactical guidance and empowerment.,2025-09-03
tiktok,7545241923880095009,omoor guy if Sunderland get this guy they go finish above man u,Sunderland ambition,7.66,56.16,36.19,positive,→ Recommendation: Research Sunderland's potential interest to gauge player market value.,2025-09-03
tiktok,7545241923880095009,very clinical,Clinical finishing,7.59,46.11,46.3,neutral,→ Recommendation: Focus player training on improving clinical finishing opportunities.,2025-09-03
tiktok,7545241923880095009,King of finese,Dribbling technique,7.68,57.33,34.99,positive,→ Recommendation: Implement drills to enhance player dribbling skills and agility.,2025-09-03
tiktok,7545241923880095009,😅,Emoji reaction (positive),7.78,64.44,27.78,positive,→ Recommendation: Analyze fan sentiment surrounding the player’s performance.,2025-09-03
tiktok,7545241923880095009,mais lui la il sait marqué hein,Goal-scoring ability,8.98,31.14,59.87,neutral,→ Recommendation: Investigate Scofieldd’s fitness level and adjust training accordingly.,2025-09-03
tiktok,7545241923880095009,kek gini $100jt wkwk,Transfer speculation ($ amount),14.56,10.1,75.34,neutral,→ Recommendation: Quantify the specific transfer amount being discussed.,2025-09-03
tiktok,7545241923880095009,💪💪💪,Player motivation (positive),8.07,73.24,18.69,positive,→ Recommendation: Create content celebrating PSV’s successes and comparing them favorably to rivals.,2025-09-03
tiktok,7545241923880095009,man utd no de see this kind players,Comparison to Man Utd players,39.96,8.49,51.55,neutral,→ Recommendation: Monitor and investigate all transfer rumors circulating regarding the player.,2025-09-03
tiktok,7545241923880095009,Coming to arsenal very soon,False transfer rumor (Arsenal),47.54,7.64,44.82,negative,→ Recommendation: Document and address the origin of the player to acknowledge international fanbase.,2025-09-03
